course_id,sched_1_355,sched_2_1035,sched_3_418,sched_4_2543,stop_1_355,stop_2_1035,stop_3_418,stop_4_2543,stay_1_355,stay_2_1035,stay_3_418,stay_4_2543,daily_course,weekly_course
1143816,2020-01-18-14-12,2020-01-18-14-14,2020-01-18-14-15,2020-01-18-14-17,2020-01-18-14-12,2020-01-18-14-15,2020-01-18-14-16,2020-01-18-14-18,2,0,0,1,9,23
1143818,2020-01-18-15-15,2020-01-18-15-17,2020-01-18-15-18,2020-01-18-15-20,2020-01-18-15-14,2020-01-18-15-17,2020-01-18-15-18,2020-01-18-15-19,1,0,0,0.5,10,24
1143820,2020-01-18-16-26,2020-01-18-16-28,2020-01-18-16-29,2020-01-18-16-31,2020-01-18-16-27,2020-01-18-16-30,2020-01-18-16-32,2020-01-18-16-33,1,2,0,1,11,25
1143822,2020-01-18-17-31,2020-01-18-17-33,2020-01-18-17-34,2020-01-18-17-36,2020-01-18-17-32,2020-01-18-17-34,2020-01-18-17-35,2020-01-18-17-37,2,0,0.5,1,12,26
1143824,2020-01-18-18-34,2020-01-18-18-36,2020-01-18-18-37,2020-01-18-18-39,2020-01-18-18-37,2020-01-18-18-39,2020-01-18-18-40,2020-01-18-18-44,0.5,0,1,0.5,13,27
1143826,2020-01-18-19-36,2020-01-18-19-37,2020-01-18-19-38,2020-01-18-19-40,2020-01-18-19-38,2020-01-18-19-42,2020-01-18-19-43,2020-01-18-19-45,2,0.5,1,1,14,28
1143828,2020-01-18-20-44,2020-01-18-20-45,2020-01-18-20-46,2020-01-18-20-48,2020-01-18-20-45,2020-01-18-20-46,2020-01-18-20-47,2020-01-18-20-51,1,0,0.5,1,15,29
1143800,2020-01-19-05-29,2020-01-19-05-30,2020-01-19-05-31,2020-01-19-05-33,2020-01-19-05-30,2020-01-19-05-31,2020-01-19-05-31,2020-01-19-05-33,0,0,0,1,1,30
1143802,2020-01-19-06-29,2020-01-19-06-30,2020-01-19-06-31,2020-01-19-06-33,2020-01-19-06-31,2020-01-19-06-32,2020-01-19-06-33,2020-01-19-06-34,0,0.5,0,0,2,31
1143804,2020-01-19-07-39,2020-01-19-07-41,2020-01-19-07-42,2020-01-19-07-44,2020-01-19-07-40,2020-01-19-07-43,2020-01-19-07-44,2020-01-19-07-46,1.5,0,0,0,3,32
1143806,2020-01-19-08-42,2020-01-19-08-44,2020-01-19-08-45,2020-01-19-08-47,2020-01-19-08-43,2020-01-19-08-44,2020-01-19-08-45,2020-01-19-08-48,0,0,0,1,4,33
1143808,2020-01-19-09-56,2020-01-19-09-58,2020-01-19-09-59,2020-01-19-10-01,2020-01-19-09-57,2020-01-19-09-59,2020-01-19-10-00,2020-01-19-10-02,1,0,0.5,1,5,34
1143810,2020-01-19-11-03,2020-01-19-11-05,2020-01-19-11-06,2020-01-19-11-08,2020-01-19-11-04,2020-01-19-11-06,2020-01-19-11-07,2020-01-19-11-10,1,0,0.5,1,6,35
1143812,2020-01-19-12-06,2020-01-19-12-08,2020-01-19-12-09,2020-01-19-12-11,2020-01-19-12-09,2020-01-19-12-11,2020-01-19-12-11,2020-01-19-12-14,1,0,1,1,7,36
1143814,2020-01-19-13-09,2020-01-19-13-11,2020-01-19-13-12,2020-01-19-13-14,2020-01-19-13-08,2020-01-19-13-11,2020-01-19-13-12,2020-01-19-13-14,1,0,0.5,0,8,37
1143816,2020-01-19-14-12,2020-01-19-14-14,2020-01-19-14-15,2020-01-19-14-17,2020-01-19-14-11,2020-01-19-14-14,2020-01-19-14-15,2020-01-19-14-18,1.5,0,0.5,1,9,38
1143818,2020-01-19-15-15,2020-01-19-15-17,2020-01-19-15-18,2020-01-19-15-20,2020-01-19-15-14,2020-01-19-15-17,2020-01-19-15-18,2020-01-19-15-21,2,0.5,0,1,10,39
1143820,2020-01-19-16-26,2020-01-19-16-28,2020-01-19-16-29,2020-01-19-16-31,2020-01-19-16-26,2020-01-19-16-28,2020-01-19-16-29,2020-01-19-16-31,1.5,0,0,0.5,11,40
1143822,2020-01-19-17-31,2020-01-19-17-33,2020-01-19-17-34,2020-01-19-17-36,2020-01-19-17-31,2020-01-19-17-33,2020-01-19-17-34,2020-01-19-17-37,1,0,1,0.5,12,41
1143824,2020-01-19-18-34,2020-01-19-18-36,2020-01-19-18-37,2020-01-19-18-39,2020-01-19-18-34,2020-01-19-18-36,2020-01-19-18-37,2020-01-19-18-39,1,0.5,0,0.5,13,42
1143826,2020-01-19-19-36,2020-01-19-19-37,2020-01-19-19-38,2020-01-19-19-40,2020-01-19-19-36,2020-01-19-19-38,2020-01-19-19-39,2020-01-19-19-41,1,0,0,0.5,14,43
1143828,2020-01-19-20-44,2020-01-19-20-45,2020-01-19-20-46,2020-01-19-20-48,2020-01-19-20-44,2020-01-19-20-47,2020-01-19-20-47,2020-01-19-20-49,2,0,0,0.5,15,44
1143527,2020-01-20-05-30,2020-01-20-05-31,2020-01-20-05-33,2020-01-20-05-35,2020-01-20-05-29,2020-01-20-05-31,2020-01-20-05-32,2020-01-20-05-36,1,0,1,0,1,45
1143529,2020-01-20-06-42,2020-01-20-06-43,2020-01-20-06-45,2020-01-20-06-47,2020-01-20-06-42,2020-01-20-06-43,2020-01-20-06-44,2020-01-20-06-46,0,0,0,0,2,46
1143531,2020-01-20-07-44,2020-01-20-07-46,2020-01-20-07-48,2020-01-20-07-51,2020-01-20-07-53,2020-01-20-07-56,2020-01-20-07-57,2020-01-20-07-58,2,0,0.5,0,3,47
1143533,2020-01-20-08-58,2020-01-20-09-00,2020-01-20-09-02,2020-01-20-09-05,2020-01-20-09-02,2020-01-20-09-04,2020-01-20-09-06,2020-01-20-09-08,1.5,0.5,0,1,4,48
1143535,2020-01-20-10-28,2020-01-20-10-30,2020-01-20-10-32,2020-01-20-10-35,2020-01-20-10-29,2020-01-20-10-31,2020-01-20-10-32,2020-01-20-10-36,1,1,1,1,5,49
1143537,2020-01-20-11-39,2020-01-20-11-41,2020-01-20-11-43,2020-01-20-11-46,2020-01-20-11-39,2020-01-20-11-41,2020-01-20-11-42,2020-01-20-11-46,0.5,0.5,1,1,6,50
1143539,2020-01-20-12-50,2020-01-20-12-52,2020-01-20-12-54,2020-01-20-12-57,2020-01-20-12-49,2020-01-20-12-51,2020-01-20-12-53,2020-01-20-12-58,1,1,1,1,7,51
1143541,2020-01-20-14-01,2020-01-20-14-03,2020-01-20-14-05,2020-01-20-14-08,2020-01-20-14-01,2020-01-20-14-02,2020-01-20-14-04,2020-01-20-14-08,1,0,2.5,1,8,52
1143543,2020-01-20-15-12,2020-01-20-15-14,2020-01-20-15-16,2020-01-20-15-19,2020-01-20-15-11,2020-01-20-15-13,2020-01-20-15-15,2020-01-20-15-18,1,1,1,1,9,53
1143545,2020-01-20-16-29,2020-01-20-16-31,2020-01-20-16-33,2020-01-20-16-36,2020-01-20-16-29,2020-01-20-16-30,2020-01-20-16-32,2020-01-20-16-35,0,0.5,1,1,10,54
1143547,2020-01-20-17-41,2020-01-20-17-43,2020-01-20-17-45,2020-01-20-17-48,2020-01-20-17-43,2020-01-20-17-45,2020-01-20-17-46,2020-01-20-17-51,1,0.5,2,1,11,55
1143549,2020-01-20-18-52,2020-01-20-18-54,2020-01-20-18-56,2020-01-20-18-59,2020-01-20-18-52,2020-01-20-18-55,2020-01-20-18-57,2020-01-20-19-01,2,0.5,2,1,12,56
1143551,2020-01-20-19-59,2020-01-20-20-00,2020-01-20-20-02,2020-01-20-20-04,2020-01-20-19-59,2020-01-20-20-02,2020-01-20-20-03,2020-01-20-20-07,2,1,1,1,13,57
1143553,2020-01-20-21-10,2020-01-20-21-11,2020-01-20-21-13,2020-01-20-21-15,2020-01-20-21-09,2020-01-20-21-11,2020-01-20-21-12,2020-01-20-21-15,1,1,1,1,14,58
1143527,2020-01-21-05-30,2020-01-21-05-31,2020-01-21-05-33,2020-01-21-05-35,2020-01-21-05-29,2020-01-21-05-31,2020-01-21-05-32,2020-01-21-05-34,0.5,0.5,1,0.5,1,59
1143529,2020-01-21-06-42,2020-01-21-06-43,2020-01-21-06-45,2020-01-21-06-47,2020-01-21-06-42,2020-01-21-06-45,2020-01-21-06-46,2020-01-21-06-50,2,1,0.5,1,2,60
1143531,2020-01-21-07-44,2020-01-21-07-46,2020-01-21-07-48,2020-01-21-07-51,2020-01-21-07-55,2020-01-21-07-58,2020-01-21-08-00,2020-01-21-08-02,2,0.5,1,1,3,61
1143533,2020-01-21-08-58,2020-01-21-09-00,2020-01-21-09-02,2020-01-21-09-05,2020-01-21-09-16,2020-01-21-09-19,2020-01-21-09-20,2020-01-21-09-24,1.5,0.5,1,1,4,62
1143535,2020-01-21-10-28,2020-01-21-10-30,2020-01-21-10-32,2020-01-21-10-35,2020-01-21-10-29,2020-01-21-10-31,2020-01-21-10-32,2020-01-21-10-36,1,0.5,1,1,5,63
1143537,2020-01-21-11-39,2020-01-21-11-41,2020-01-21-11-43,2020-01-21-11-46,2020-01-21-11-39,2020-01-21-11-41,2020-01-21-11-42,2020-01-21-11-46,1,0.5,0.5,1,6,64
1143539,2020-01-21-12-50,2020-01-21-12-52,2020-01-21-12-54,2020-01-21-12-57,2020-01-21-12-51,2020-01-21-12-54,2020-01-21-12-55,2020-01-21-12-58,2,0.5,0.5,1,7,65
1143541,2020-01-21-14-01,2020-01-21-14-03,2020-01-21-14-05,2020-01-21-14-08,2020-01-21-14-05,2020-01-21-14-08,2020-01-21-14-09,2020-01-21-14-12,1,0.5,0.5,1,8,66
1143543,2020-01-21-15-12,2020-01-21-15-14,2020-01-21-15-16,2020-01-21-15-19,2020-01-21-15-11,2020-01-21-15-12,2020-01-21-15-15,2020-01-21-15-17,1,1,2,1,9,67
1143545,2020-01-21-16-29,2020-01-21-16-31,2020-01-21-16-33,2020-01-21-16-36,2020-01-21-16-28,2020-01-21-16-29,2020-01-21-16-31,2020-01-21-16-34,1,0.5,0,1,10,68
1143547,2020-01-21-17-41,2020-01-21-17-43,2020-01-21-17-45,2020-01-21-17-48,2020-01-21-17-47,2020-01-21-17-49,2020-01-21-17-50,2020-01-21-17-53,1,0.5,1,2,11,69
1143549,2020-01-21-18-52,2020-01-21-18-54,2020-01-21-18-56,2020-01-21-18-59,2020-01-21-19-09,2020-01-21-19-12,2020-01-21-19-13,2020-01-21-19-17,1.5,0,1,1,12,70
1143551,2020-01-21-19-59,2020-01-21-20-00,2020-01-21-20-02,2020-01-21-20-04,2020-01-21-20-23,2020-01-21-20-26,2020-01-21-20-27,2020-01-21-20-30,2,0.5,0,0.5,13,71
1143553,2020-01-21-21-10,2020-01-21-21-11,2020-01-21-21-13,2020-01-21-21-15,2020-01-21-21-28,2020-01-21-21-29,2020-01-21-21-30,2020-01-21-21-33,0,0,0.5,1,14,72
1143527,2020-01-22-05-30,2020-01-22-05-31,2020-01-22-05-33,2020-01-22-05-35,2020-01-22-05-29,2020-01-22-05-30,2020-01-22-05-32,2020-01-22-05-34,0,0,1,0.5,1,73
1143529,2020-01-22-06-42,2020-01-22-06-43,2020-01-22-06-45,2020-01-22-06-47,2020-01-22-06-42,2020-01-22-06-44,2020-01-22-06-44,2020-01-22-06-48,0.5,0,0.5,0.5,2,74
1143531,2020-01-22-07-44,2020-01-22-07-46,2020-01-22-07-48,2020-01-22-07-51,2020-01-22-07-51,2020-01-22-07-53,2020-01-22-07-54,2020-01-22-07-58,0.5,1,0,1,3,75
1143533,2020-01-22-08-58,2020-01-22-09-00,2020-01-22-09-02,2020-01-22-09-05,2020-01-22-09-10,2020-01-22-09-11,2020-01-22-09-12,2020-01-22-09-16,0,0.5,2,1,4,76
1143535,2020-01-22-10-28,2020-01-22-10-30,2020-01-22-10-32,2020-01-22-10-35,2020-01-22-10-27,2020-01-22-10-29,2020-01-22-10-30,2020-01-22-10-32,1.5,0.5,0,0.5,5,77
1143537,2020-01-22-11-39,2020-01-22-11-41,2020-01-22-11-43,2020-01-22-11-46,2020-01-22-11-39,2020-01-22-11-41,2020-01-22-11-43,2020-01-22-11-46,0.5,1,0.5,0.5,6,78
1143539,2020-01-22-12-50,2020-01-22-12-52,2020-01-22-12-54,2020-01-22-12-57,2020-01-22-12-52,2020-01-22-12-54,2020-01-22-12-55,2020-01-22-12-58,0,0.5,1,1,7,79
1143541,2020-01-22-14-01,2020-01-22-14-03,2020-01-22-14-05,2020-01-22-14-08,2020-01-22-14-01,2020-01-22-14-04,2020-01-22-14-05,2020-01-22-14-10,2,0.5,1,1,8,80
1143543,2020-01-22-15-12,2020-01-22-15-14,2020-01-22-15-16,2020-01-22-15-19,2020-01-22-15-13,2020-01-22-15-15,2020-01-22-15-16,2020-01-22-15-19,1,1,1,1,9,81
1143545,2020-01-22-16-29,2020-01-22-16-31,2020-01-22-16-33,2020-01-22-16-36,2020-01-22-16-30,2020-01-22-16-31,2020-01-22-16-32,2020-01-22-16-35,0.5,0,0.5,1,10,82
1143547,2020-01-22-17-41,2020-01-22-17-43,2020-01-22-17-45,2020-01-22-17-48,2020-01-22-17-47,2020-01-22-17-49,2020-01-22-17-51,2020-01-22-17-55,1.5,0.5,3,1,11,83
1143549,2020-01-22-18-52,2020-01-22-18-54,2020-01-22-18-56,2020-01-22-18-59,2020-01-22-19-04,2020-01-22-19-08,2020-01-22-19-09,2020-01-22-19-12,2,0,0.5,1,12,84
1143551,2020-01-22-19-59,2020-01-22-20-00,2020-01-22-20-02,2020-01-22-20-04,2020-01-22-20-02,2020-01-22-20-03,2020-01-22-20-04,2020-01-22-20-07,0,0,0,1,13,85
1143553,2020-01-22-21-10,2020-01-22-21-11,2020-01-22-21-13,2020-01-22-21-15,2020-01-22-21-09,2020-01-22-21-12,2020-01-22-21-13,2020-01-22-21-16,1,0,0,0.5,14,86
1143527,2020-01-23-05-30,2020-01-23-05-31,2020-01-23-05-33,2020-01-23-05-35,2020-01-23-05-30,2020-01-23-05-31,2020-01-23-05-32,2020-01-23-05-36,0,0,0.5,0.5,1,87
1143529,2020-01-23-06-42,2020-01-23-06-43,2020-01-23-06-45,2020-01-23-06-47,2020-01-23-06-44,2020-01-23-06-47,2020-01-23-06-48,2020-01-23-06-50,1,0,1,1,2,88
1143531,2020-01-23-07-44,2020-01-23-07-46,2020-01-23-07-48,2020-01-23-07-51,2020-01-23-07-53,2020-01-23-07-56,2020-01-23-07-57,2020-01-23-08-00,1,1,1,1,3,89
1143533,2020-01-23-08-58,2020-01-23-09-00,2020-01-23-09-02,2020-01-23-09-05,2020-01-23-09-00,2020-01-23-09-02,2020-01-23-09-03,2020-01-23-09-06,0.5,1,0,0.5,4,90
1143535,2020-01-23-10-28,2020-01-23-10-30,2020-01-23-10-32,2020-01-23-10-35,2020-01-23-10-28,2020-01-23-10-30,2020-01-23-10-31,2020-01-23-10-34,1,0.5,1,1,5,91
1143537,2020-01-23-11-39,2020-01-23-11-41,2020-01-23-11-43,2020-01-23-11-46,2020-01-23-11-39,2020-01-23-11-42,2020-01-23-11-43,2020-01-23-11-46,2,1,1,1,6,92
1143539,2020-01-23-12-50,2020-01-23-12-52,2020-01-23-12-54,2020-01-23-12-57,2020-01-23-12-50,2020-01-23-12-51,2020-01-23-12-53,2020-01-23-12-56,0.5,1,1,1,7,93
1143541,2020-01-23-14-01,2020-01-23-14-03,2020-01-23-14-05,2020-01-23-14-08,2020-01-23-14-01,2020-01-23-14-04,2020-01-23-14-05,2020-01-23-14-10,1.5,1,1,1,8,94
1143543,2020-01-23-15-12,2020-01-23-15-14,2020-01-23-15-16,2020-01-23-15-19,2020-01-23-15-12,2020-01-23-15-13,2020-01-23-15-15,2020-01-23-15-18,0.5,0.5,1,1,9,95
1143545,2020-01-23-16-29,2020-01-23-16-31,2020-01-23-16-33,2020-01-23-16-36,2020-01-23-16-29,2020-01-23-16-31,2020-01-23-16-33,2020-01-23-16-35,2,0.5,0,1,10,96
1143547,2020-01-23-17-41,2020-01-23-17-43,2020-01-23-17-45,2020-01-23-17-48,2020-01-23-17-46,2020-01-23-17-48,2020-01-23-17-51,2020-01-23-17-55,2,0.5,1,1,11,97
1143549,2020-01-23-18-52,2020-01-23-18-54,2020-01-23-18-56,2020-01-23-18-59,2020-01-23-18-54,2020-01-23-18-56,2020-01-23-18-58,2020-01-23-19-01,1,0.5,2,0.5,12,98
1143551,2020-01-23-19-59,2020-01-23-20-00,2020-01-23-20-02,2020-01-23-20-04,2020-01-23-19-59,2020-01-23-20-01,2020-01-23-20-02,2020-01-23-20-05,1,0,0,1,13,99
1143553,2020-01-23-21-10,2020-01-23-21-11,2020-01-23-21-13,2020-01-23-21-15,2020-01-23-21-10,2020-01-23-21-11,2020-01-23-21-13,2020-01-23-21-15,1,0.5,0.5,0.5,14,100
1143527,2020-01-24-05-30,2020-01-24-05-31,2020-01-24-05-33,2020-01-24-05-35,2020-01-24-05-29,2020-01-24-05-30,2020-01-24-05-31,2020-01-24-05-35,1,1,0,1,1,1
1143529,2020-01-24-06-42,2020-01-24-06-43,2020-01-24-06-45,2020-01-24-06-47,2020-01-24-06-41,2020-01-24-06-43,2020-01-24-06-44,2020-01-24-06-48,1,0.5,1,0,2,2
1143531,2020-01-24-07-44,2020-01-24-07-46,2020-01-24-07-48,2020-01-24-07-51,2020-01-24-07-50,2020-01-24-07-53,2020-01-24-07-54,2020-01-24-07-58,1,1,0,0,3,3
1143533,2020-01-24-08-58,2020-01-24-09-00,2020-01-24-09-02,2020-01-24-09-05,2020-01-24-08-57,2020-01-24-08-59,2020-01-24-09-02,2020-01-24-09-04,1,1,0,1,4,4
1143535,2020-01-24-10-28,2020-01-24-10-30,2020-01-24-10-32,2020-01-24-10-35,2020-01-24-10-28,2020-01-24-10-30,2020-01-24-10-31,2020-01-24-10-34,0.5,1,0,1,5,5
1143537,2020-01-24-11-39,2020-01-24-11-41,2020-01-24-11-43,2020-01-24-11-46,2020-01-24-11-39,2020-01-24-11-40,2020-01-24-11-42,2020-01-24-11-45,0.5,1,1,1,6,6
1143539,2020-01-24-12-50,2020-01-24-12-52,2020-01-24-12-54,2020-01-24-12-57,2020-01-24-12-49,2020-01-24-12-51,2020-01-24-12-53,2020-01-24-12-56,1,1,1,1,7,7
1143541,2020-01-24-14-01,2020-01-24-14-03,2020-01-24-14-05,2020-01-24-14-08,2020-01-24-14-02,2020-01-24-14-04,2020-01-24-14-06,2020-01-24-14-10,1,0,1,1,8,8
1143543,2020-01-24-15-12,2020-01-24-15-14,2020-01-24-15-16,2020-01-24-15-19,2020-01-24-15-12,2020-01-24-15-15,2020-01-24-15-17,2020-01-24-15-19,1.5,1,0.5,1,9,9
1143545,2020-01-24-16-29,2020-01-24-16-31,2020-01-24-16-33,2020-01-24-16-36,2020-01-24-16-31,2020-01-24-16-33,2020-01-24-16-35,2020-01-24-16-37,1,1,0,1,10,10
1143547,2020-01-24-17-41,2020-01-24-17-43,2020-01-24-17-45,2020-01-24-17-48,2020-01-24-17-43,2020-01-24-17-45,2020-01-24-17-47,2020-01-24-17-51,1,1,2,1,11,11
1143549,2020-01-24-18-52,2020-01-24-18-54,2020-01-24-18-56,2020-01-24-18-59,2020-01-24-18-55,2020-01-24-18-58,2020-01-24-18-59,2020-01-24-19-03,2,0,1,1,12,12
1143551,2020-01-24-19-59,2020-01-24-20-00,2020-01-24-20-02,2020-01-24-20-04,2020-01-24-20-03,2020-01-24-20-05,2020-01-24-20-06,2020-01-24-20-08,1,0,0,0,13,13
1143553,2020-01-24-21-10,2020-01-24-21-11,2020-01-24-21-13,2020-01-24-21-15,2020-01-24-21-09,2020-01-24-21-10,2020-01-24-21-11,2020-01-24-21-15,0,0,0,1,14,14
1143800,2020-01-25-05-29,2020-01-25-05-30,2020-01-25-05-31,2020-01-25-05-33,2020-01-25-05-29,2020-01-25-05-30,2020-01-25-05-31,2020-01-25-05-34,1,0.5,0.5,1,1,15
1143802,2020-01-25-06-29,2020-01-25-06-30,2020-01-25-06-31,2020-01-25-06-33,2020-01-25-06-28,2020-01-25-06-30,2020-01-25-06-32,2020-01-25-06-34,0.5,0.5,0.5,1,2,16
1143804,2020-01-25-07-39,2020-01-25-07-41,2020-01-25-07-42,2020-01-25-07-44,2020-01-25-07-38,2020-01-25-07-40,2020-01-25-07-41,2020-01-25-07-44,0.5,1,0,1,3,17
1143806,2020-01-25-08-42,2020-01-25-08-44,2020-01-25-08-45,2020-01-25-08-47,2020-01-25-08-41,2020-01-25-08-43,2020-01-25-08-44,2020-01-25-08-48,0,1,0,1,4,18
1143808,2020-01-25-09-56,2020-01-25-09-58,2020-01-25-09-59,2020-01-25-10-01,2020-01-25-09-56,2020-01-25-09-59,2020-01-25-10-00,2020-01-25-10-02,2,0,1,1,5,19
1143810,2020-01-25-11-03,2020-01-25-11-05,2020-01-25-11-06,2020-01-25-11-08,2020-01-25-11-03,2020-01-25-11-06,2020-01-25-11-07,2020-01-25-11-10,2,0.5,1,0.5,6,20
1143812,2020-01-25-12-06,2020-01-25-12-08,2020-01-25-12-09,2020-01-25-12-11,2020-01-25-12-05,2020-01-25-12-08,2020-01-25-12-09,2020-01-25-12-12,1,0.5,1,1,7,21
1143814,2020-01-25-13-09,2020-01-25-13-11,2020-01-25-13-12,2020-01-25-13-14,2020-01-25-13-11,2020-01-25-13-13,2020-01-25-13-14,2020-01-25-13-16,0,0,0.5,0.5,8,22
1143816,2020-01-25-14-12,2020-01-25-14-14,2020-01-25-14-15,2020-01-25-14-17,2020-01-25-14-13,2020-01-25-14-15,2020-01-25-14-16,2020-01-25-14-18,1,0,0.5,1,9,23
1143818,2020-01-25-15-15,2020-01-25-15-17,2020-01-25-15-18,2020-01-25-15-20,2020-01-25-15-16,2020-01-25-15-20,2020-01-25-15-21,2020-01-25-15-23,2,0,0.5,1,10,24
1143820,2020-01-25-16-26,2020-01-25-16-28,2020-01-25-16-29,2020-01-25-16-31,2020-01-25-16-28,2020-01-25-16-29,2020-01-25-16-30,2020-01-25-16-34,1,0.5,0.5,1,11,25
1143822,2020-01-25-17-31,2020-01-25-17-33,2020-01-25-17-34,2020-01-25-17-36,2020-01-25-17-31,2020-01-25-17-33,2020-01-25-17-34,2020-01-25-17-37,1,0,0.5,1,12,26
1143824,2020-01-25-18-34,2020-01-25-18-36,2020-01-25-18-37,2020-01-25-18-39,2020-01-25-18-37,2020-01-25-18-39,2020-01-25-18-40,2020-01-25-18-42,1,0.5,1,0.5,13,27
1143826,2020-01-25-19-36,2020-01-25-19-37,2020-01-25-19-38,2020-01-25-19-40,2020-01-25-19-36,2020-01-25-19-38,2020-01-25-19-39,2020-01-25-19-41,2,0,0,1,14,28
1143828,2020-01-25-20-44,2020-01-25-20-45,2020-01-25-20-46,2020-01-25-20-48,2020-01-25-20-45,2020-01-25-20-47,2020-01-25-20-48,2020-01-25-20-52,1.5,0,0,0.5,15,29
1143800,2020-01-26-05-29,2020-01-26-05-30,2020-01-26-05-31,2020-01-26-05-33,2020-01-26-05-28,2020-01-26-05-29,2020-01-26-05-30,2020-01-26-05-31,0,0,0,0.5,1,30
1143802,2020-01-26-06-29,2020-01-26-06-30,2020-01-26-06-31,2020-01-26-06-33,2020-01-26-06-30,2020-01-26-06-32,2020-01-26-06-32,2020-01-26-06-35,1.5,0,0,1,2,31
1143804,2020-01-26-07-39,2020-01-26-07-41,2020-01-26-07-42,2020-01-26-07-44,2020-01-26-07-40,2020-01-26-07-43,2020-01-26-07-44,2020-01-26-07-46,2,0.5,0,1,3,32
1143806,2020-01-26-08-42,2020-01-26-08-44,2020-01-26-08-45,2020-01-26-08-47,2020-01-26-08-43,2020-01-26-08-44,2020-01-26-08-45,2020-01-26-08-50,0,0,0,1,4,33
1143808,2020-01-26-09-56,2020-01-26-09-58,2020-01-26-09-59,2020-01-26-10-01,2020-01-26-09-58,2020-01-26-10-01,2020-01-26-10-01,2020-01-26-10-04,2,0,0.5,0.5,5,34
1143810,2020-01-26-11-03,2020-01-26-11-05,2020-01-26-11-06,2020-01-26-11-08,2020-01-26-11-02,2020-01-26-11-04,2020-01-26-11-07,2020-01-26-11-10,1,2,0,1,6,35
1143812,2020-01-26-12-06,2020-01-26-12-08,2020-01-26-12-09,2020-01-26-12-11,2020-01-26-12-07,2020-01-26-12-09,2020-01-26-12-10,2020-01-26-12-14,1,0,0.5,1,7,36
1143814,2020-01-26-13-09,2020-01-26-13-11,2020-01-26-13-12,2020-01-26-13-14,2020-01-26-13-11,2020-01-26-13-13,2020-01-26-13-14,2020-01-26-13-16,1,0,0.5,1,8,37
1143816,2020-01-26-14-12,2020-01-26-14-14,2020-01-26-14-15,2020-01-26-14-17,2020-01-26-14-13,2020-01-26-14-15,2020-01-26-14-16,2020-01-26-14-20,1,0.5,1,1,9,38
1143818,2020-01-26-15-15,2020-01-26-15-17,2020-01-26-15-18,2020-01-26-15-20,2020-01-26-15-16,2020-01-26-15-18,2020-01-26-15-19,2020-01-26-15-21,0.5,0,1,0.5,10,39
1143820,2020-01-26-16-26,2020-01-26-16-28,2020-01-26-16-29,2020-01-26-16-31,2020-01-26-16-28,2020-01-26-16-29,2020-01-26-16-31,2020-01-26-16-33,1,0.5,0.5,1,11,40
1143822,2020-01-26-17-31,2020-01-26-17-33,2020-01-26-17-34,2020-01-26-17-36,2020-01-26-17-32,2020-01-26-17-35,2020-01-26-17-36,2020-01-26-17-38,2,0,0.5,0,12,41
1143826,2020-01-26-19-36,2020-01-26-19-37,2020-01-26-19-38,2020-01-26-19-40,2020-01-26-19-36,2020-01-26-19-38,2020-01-26-19-39,2020-01-26-19-41,1,0,0,1,13,42
1143828,2020-01-26-20-44,2020-01-26-20-45,2020-01-26-20-46,2020-01-26-20-48,2020-01-26-20-44,2020-01-26-20-46,2020-01-26-20-46,2020-01-26-20-49,0.5,0,0.5,1,14,43
1143527,2020-01-27-05-30,2020-01-27-05-31,2020-01-27-05-33,2020-01-27-05-35,2020-01-27-05-30,2020-01-27-05-31,2020-01-27-05-32,2020-01-27-05-34,0,0.5,0.5,1,1,44
1143529,2020-01-27-06-42,2020-01-27-06-43,2020-01-27-06-45,2020-01-27-06-47,2020-01-27-06-43,2020-01-27-06-45,2020-01-27-06-47,2020-01-27-06-48,1,0.5,0.5,0,2,45
1143531,2020-01-27-07-44,2020-01-27-07-46,2020-01-27-07-48,2020-01-27-07-51,2020-01-27-07-49,2020-01-27-07-52,2020-01-27-07-53,2020-01-27-07-56,2,0,0.5,1,3,46
1143533,2020-01-27-08-58,2020-01-27-09-00,2020-01-27-09-02,2020-01-27-09-05,2020-01-27-09-02,2020-01-27-09-04,2020-01-27-09-05,2020-01-27-09-08,2,0.5,0.5,0.5,4,47
1143535,2020-01-27-10-28,2020-01-27-10-30,2020-01-27-10-32,2020-01-27-10-35,2020-01-27-10-28,2020-01-27-10-31,2020-01-27-10-32,2020-01-27-10-36,2,0,0,1,5,48
1143537,2020-01-27-11-39,2020-01-27-11-41,2020-01-27-11-43,2020-01-27-11-46,2020-01-27-11-40,2020-01-27-11-41,2020-01-27-11-43,2020-01-27-11-48,0.5,0.5,3,1,6,49
1143539,2020-01-27-12-50,2020-01-27-12-52,2020-01-27-12-54,2020-01-27-12-57,2020-01-27-12-50,2020-01-27-12-53,2020-01-27-12-55,2020-01-27-12-58,0.5,1,2,0,7,50
1143541,2020-01-27-14-01,2020-01-27-14-03,2020-01-27-14-05,2020-01-27-14-08,2020-01-27-14-01,2020-01-27-14-03,2020-01-27-14-04,2020-01-27-14-07,0.5,1,0.5,1,8,51
1143543,2020-01-27-15-12,2020-01-27-15-14,2020-01-27-15-16,2020-01-27-15-19,2020-01-27-15-12,2020-01-27-15-15,2020-01-27-15-17,2020-01-27-15-19,2,0.5,1,1,9,52
